#Cu 100 Test 3_34.dat																														
#5/5/2022 3:56:08 PM																														
#Preliminary IPES Scan																														
#Sweep En																														
"#Measure rgm, lgm, 6487"																														
#Timestamp (sec)	X (mm)	Y (mm)	Z (mm)	Theta (deg)	EG Grid (V)	EG Energy (eV)	EG Extraction (V)	EG Focus 1 (V)	EG Focus 2 (V)	EG Filament (V)	EG X1 Alignment (V)	EG X2 Alignment (V)	EG Y1 Alignment (V)	EG Y2 Alignment (V)	6485 Samples	6487 Samples	6487 Voltage (V)	GM2 Dwell Time (s)	GM2 SCA Lower Limit (V)	GM2 SCA Upper Limit (V)	GM1 Dwell Time (s)	GM1 SCA Lower Limit (V)	GM1 SCA Upper Limit (V)	Voltage Supply A (V)	Voltage Supply B (V)	Dummy	GM2 Counts	GM1 Counts	Keithley6485 Current (A)	Keithley6487 Current (A)
3734625720	-0.0005	0.0005	198.99	0	-15	2.6	100	17	100	4.18	0	0	0	0	1	1	0	1	1	1	1	1	1	740	740	0	10	7	7.89E-14	-5.39E-08
3734625733	-0.0005	0.0005	198.99	0	-15	2.7	100	17	100	4.18	0	0	0	0	1	1	0	1	1	1	1	1	1	740	740	0	11	24	7.89E-14	-4.35E-08
3734625746	-0.0005	0.0005	198.99	0	-15	2.8	100	17	100	4.18	0	0	0	0	1	1	0	1	1	1	1	1	1	740	740	0	14	20	7.89E-14	-4.63E-08
3734625759	-0.0005	0.0005	198.99	0	-15	2.9	100	17	100	4.18	0	0	0	0	1	1	0	1	1	1	1	1	1	740	740	0	9	10	7.89E-14	-4.86E-08
3734625772	-0.0005	0.0005	198.99	0	-15	3	100	17	100	4.18	0	0	0	0	1	1	0	1	1	1	1	1	1	740	740	0	14	10	7.89E-14	-5.04E-08
3734625785	-0.0005	0.0005	198.99	0	-15	3.1	100	17	100	4.18	0	0	0	0	1	1	0	1	1	1	1	1	1	740	740	0	22	13	7.89E-14	-4.69E-08
3734625798	-0.0005	0.0005	198.99	0	-15	3.2	100	17	100	4.18	0	0	0	0	1	1	0	1	1	1	1	1	1	740	740	0	23	15	7.89E-14	-4.27E-08
3734625811	-0.0005	0.0005	198.99	0	-15	3.3	100	17	100	4.18	0	0	0	0	1	1	0	1	1	1	1	1	1	740	740	0	11	8	7.89E-14	-4.10E-08
3734625824	-0.0005	0.0005	198.99	0	-15	3.4	100	17	100	4.18	0	0	0	0	1	1	0	1	1	1	1	1	1	740	740	0	14	12	7.89E-14	-4.67E-08
3734625837	-0.0005	0.0005	198.99	0	-15	3.5	100	17	100	4.18	0	0	0	0	1	1	0	1	1	1	1	1	1	740	740	0	9	11	7.89E-14	-4.92E-08
3734625850	-0.0005	0.0005	198.99	0	-15	3.6	100	17	100	4.18	0	0	0	0	1	1	0	1	1	1	1	1	1	740	740	0	7	13	7.89E-14	-4.92E-08
3734625863	-0.0005	0.0005	198.99	0	-15	3.7	100	17	100	4.18	0	0	0	0	1	1	0	1	1	1	1	1	1	740	740	0	9	13	7.89E-14	-5.27E-08
3734625876	-0.0005	0.0005	198.99	0	-15	3.8	100	17	100	4.18	0	0	0	0	1	1	0	1	1	1	1	1	1	740	740	0	9	8	7.89E-14	-4.63E-08
3734625889	-0.0005	0.0005	198.99	0	-15	3.9	100	17	100	4.18	0	0	0	0	1	1	0	1	1	1	1	1	1	740	740	0	10	11	7.89E-14	-4.16E-08
3734625902	-0.0005	0.0005	198.99	0	-15	4	100	17	100	4.18	0	0	0	0	1	1	0	1	1	1	1	1	1	740	740	0	11	12	7.89E-14	-4.78E-08
3734625915	-0.0005	0.0005	198.99	0	-15	4.1	100	17	100	4.18	0	0	0	0	1	1	0	1	1	1	1	1	1	740	740	0	12	13	7.89E-14	-4.57E-08
3734625928	-0.0005	0.0005	198.99	0	-15	4.2	100	17	100	4.18	0	0	0	0	1	1	0	1	1	1	1	1	1	740	740	0	10	11	7.89E-14	-4.43E-08
3734625941	-0.0005	0.0005	198.99	0	-15	4.3	100	17	100	4.18	0	0	0	0	1	1	0	1	1	1	1	1	1	740	740	0	8	9	7.89E-14	-5.10E-08
3734625954	-0.0005	0.0005	198.99	0	-15	4.4	100	17	100	4.18	0	0	0	0	1	1	0	1	1	1	1	1	1	740	740	0	11	14	7.89E-14	-5.02E-08
3734625967	-0.0005	0.0005	198.99	0	-15	4.5	100	17	100	4.18	0	0	0	0	1	1	0	1	1	1	1	1	1	740	740	0	15	13	7.89E-14	-5.16E-08
3734625980	-0.0005	0.0005	198.99	0	-15	4.6	100	17	100	4.18	0	0	0	0	1	1	0	1	1	1	1	1	1	740	740	0	7	6	7.89E-14	-4.88E-08
3734625993	-0.0005	0.0005	198.99	0	-15	4.7	100	17	100	4.18	0	0	0	0	1	1	0	1	1	1	1	1	1	740	740	0	8	10	7.89E-14	-4.53E-08
3734626006	-0.0005	0.0005	198.99	0	-15	4.8	100	17	100	4.18	0	0	0	0	1	1	0	1	1	1	1	1	1	740	740	0	13	11	7.89E-14	-4.59E-08
3734626019	-0.0005	0.0005	198.99	0	-15	4.9	100	17	100	4.18	0	0	0	0	1	1	0	1	1	1	1	1	1	740	740	0	13	15	7.89E-14	-5.76E-08
3734626033	-0.0005	0.0005	198.99	0	-15	5	100	17	100	4.18	0	0	0	0	1	1	0	1	1	1	1	1	1	740	740	0	15	16	7.89E-14	-5.02E-08
3734626046	-0.0005	0.0005	198.99	0	-15	5.1	100	17	100	4.18	0	0	0	0	1	1	0	1	1	1	1	1	1	740	740	0	16	28	7.89E-14	-4.27E-08
3734626059	-0.0005	0.0005	198.99	0	-15	5.2	100	17	100	4.18	0	0	0	0	1	1	0	1	1	1	1	1	1	740	740	0	36	41	7.89E-14	-5.39E-08
3734626072	-0.0005	0.0005	198.99	0	-15	5.3	100	17	100	4.18	0	0	0	0	1	1	0	1	1	1	1	1	1	740	740	0	47	67	7.89E-14	-5.96E-08
3734626085	-0.0005	0.0005	198.99	0	-15	5.4	100	17	100	4.18	0	0	0	0	1	1	0	1	1	1	1	1	1	740	740	0	72	107	7.89E-14	-6.74E-08
3734626100	-0.0005	0.0005	198.99	0	-15	5.5	100	17	100	4.18	0	0	0	0	1	1	0	1	1	1	1	1	1	740	740	0	111	164	7.89E-14	-1.09E-07
3734626114	-0.0005	0.0005	198.99	0	-15	5.6	100	17	100	4.18	0	0	0	0	1	1	0	1	1	1	1	1	1	740	740	0	123	218	7.89E-14	-1.99E-07
3734626128	-0.0005	0.0005	198.99	0	-15	5.7	100	17	100	4.18	0	0	0	0	1	1	0	1	1	1	1	1	1	740	740	0	123	255	7.89E-14	-3.88E-07
3734626143	-0.0005	0.0005	198.99	0	-15	5.8	100	17	100	4.18	0	0	0	0	1	1	0	1	1	1	1	1	1	740	740	0	152	286	7.89E-14	-7.67E-07
3734626157	-0.0005	0.0005	198.99	0	-15	5.9	100	17	100	4.18	0	0	0	0	1	1	0	1	1	1	1	1	1	740	740	0	118	280	7.89E-14	-1.41E-06
3734626172	-0.0005	0.0005	198.99	0	-15	6	100	17	100	4.18	0	0	0	0	1	1	0	1	1	1	1	1	1	740	740	0	125	252	7.89E-14	-2.24E-06
3734626185	-0.0005	0.0005	198.99	0	-15	6.1	100	17	100	4.18	0	0	0	0	1	1	0	1	1	1	1	1	1	740	740	0	96	184	7.89E-14	-3.10E-06
3734626200	-0.0005	0.0005	198.99	0	-15	6.2	100	17	100	4.18	0	0	0	0	1	1	0	1	1	1	1	1	1	740	740	0	59	156	7.89E-14	-3.92E-06
3734626215	-0.0005	0.0005	198.99	0	-15	6.3	100	17	100	4.18	0	0	0	0	1	1	0	1	1	1	1	1	1	740	740	0	43	89	7.89E-14	-4.69E-06
3734626228	-0.0005	0.0005	198.99	0	-15	6.4	100	17	100	4.18	0	0	0	0	1	1	0	1	1	1	1	1	1	740	740	0	32	77	7.89E-14	-5.09E-06
3734626240	-0.0005	0.0005	198.99	0	-15	6.5	100	17	100	4.18	0	0	0	0	1	1	0	1	1	1	1	1	1	740	740	0	38	63	7.89E-14	-5.17E-06
3734626254	-0.0005	0.0005	198.99	0	-15	6.6	100	17	100	4.18	0	0	0	0	1	1	0	1	1	1	1	1	1	740	740	0	48	62	7.89E-14	-5.14E-06
3734626269	-0.0005	0.0005	198.99	0	-15	6.7	100	17	100	4.18	0	0	0	0	1	1	0	1	1	1	1	1	1	740	740	0	43	68	7.89E-14	-5.06E-06
3734626281	-0.0005	0.0005	198.99	0	-15	6.8	100	17	100	4.18	0	0	0	0	1	1	0	1	1	1	1	1	1	740	740	0	43	56	7.89E-14	-4.99E-06
3734626296	-0.0005	0.0005	198.99	0	-15	6.9	100	17	100	4.18	0	0	0	0	1	1	0	1	1	1	1	1	1	740	740	0	45	67	7.89E-14	-4.92E-06
3734626311	-0.0005	0.0005	198.99	0	-15	7	100	17	100	4.18	0	0	0	0	1	1	0	1	1	1	1	1	1	740	740	0	47	79	7.89E-14	-4.86E-06
3734626325	-0.0005	0.0005	198.99	0	-15	7.1	100	17	100	4.18	0	0	0	0	1	1	0	1	1	1	1	1	1	740	740	0	55	76	7.89E-14	-4.82E-06
3734626340	-0.0005	0.0005	198.99	0	-15	7.2	100	17	100	4.18	0	0	0	0	1	1	0	1	1	1	1	1	1	740	740	0	39	71	7.89E-14	-4.78E-06
3734626354	-0.0005	0.0005	198.99	0	-15	7.3	100	17	100	4.18	0	0	0	0	1	1	0	1	1	1	1	1	1	740	740	0	41	60	7.89E-14	-4.74E-06
3734626368	-0.0005	0.0005	198.99	0	-15	7.4	100	17	100	4.18	0	0	0	0	1	1	0	1	1	1	1	1	1	740	740	0	53	65	7.89E-14	-4.72E-06
3734626382	-0.0005	0.0005	198.99	0	-15	7.5	100	17	100	4.18	0	0	0	0	1	1	0	1	1	1	1	1	1	740	740	0	46	59	7.89E-14	-4.69E-06
3734626394	-0.0005	0.0005	198.99	0	-15	7.6	100	17	100	4.18	0	0	0	0	1	1	0	1	1	1	1	1	1	740	740	0	43	51	7.89E-14	-4.67E-06
3734626407	-0.0005	0.0005	198.99	0	-15	7.7	100	17	100	4.18	0	0	0	0	1	1	0	1	1	1	1	1	1	740	740	0	32	64	7.89E-14	-4.67E-06
3734626421	-0.0005	0.0005	198.99	0	-15	7.8	100	17	100	4.18	0	0	0	0	1	1	0	1	1	1	1	1	1	740	740	0	51	57	7.89E-14	-4.66E-06
3734626434	-0.0005	0.0005	198.99	0	-15	7.9	100	17	100	4.18	0	0	0	0	1	1	0	1	1	1	1	1	1	740	740	0	42	77	7.89E-14	-4.67E-06
3734626447	-0.0005	0.0005	198.99	0	-15	8	100	17	100	4.18	0	0	0	0	1	1	0	1	1	1	1	1	1	740	740	0	43	69	7.89E-14	-4.67E-06
3734626460	-0.0005	0.0005	198.99	0	-15	8.1	100	17	100	4.18	0	0	0	0	1	1	0	1	1	1	1	1	1	740	740	0	55	59	7.89E-14	-4.68E-06
3734626474	-0.0005	0.0005	198.99	0	-15	8.2	100	17	100	4.18	0	0	0	0	1	1	0	1	1	1	1	1	1	740	740	0	52	57	7.89E-14	-4.72E-06
3734626486	-0.0005	0.0005	198.99	0	-15	8.3	100	17	100	4.18	0	0	0	0	1	1	0	1	1	1	1	1	1	740	740	0	47	67	7.89E-14	-4.75E-06
3734626500	-0.0005	0.0005	198.99	0	-15	8.4	100	17	100	4.18	0	0	0	0	1	1	0	1	1	1	1	1	1	740	740	0	55	68	7.89E-14	-4.79E-06
3734626512	-0.0005	0.0005	198.99	0	-15	8.5	100	17	100	4.18	0	0	0	0	1	1	0	1	1	1	1	1	1	740	740	0	48	57	7.89E-14	-4.85E-06
3734626524	-0.0005	0.0005	198.99	0	-15	8.6	100	17	100	4.18	0	0	0	0	1	1	0	1	1	1	1	1	1	740	740	0	42	61	7.89E-14	-4.92E-06
3734626538	-0.0005	0.0005	198.99	0	-15	8.7	100	17	100	4.18	0	0	0	0	1	1	0	1	1	1	1	1	1	740	740	0	38	58	7.89E-14	-4.99E-06
3734626550	-0.0005	0.0005	198.99	0	-15	8.8	100	17	100	4.18	0	0	0	0	1	1	0	1	1	1	1	1	1	740	740	0	43	58	7.89E-14	-5.09E-06
3734626565	-0.0005	0.0005	198.99	0	-15	8.9	100	17	100	4.18	0	0	0	0	1	1	0	1	1	1	1	1	1	740	740	0	40	62	7.89E-14	-5.22E-06
3734626577	-0.0005	0.0005	198.99	0	-15	9	100	17	100	4.18	0	0	0	0	1	1	0	1	1	1	1	1	1	740	740	0	48	33	7.89E-14	-5.36E-06
3734626591	-0.0005	0.0005	198.99	0	-15	9.1	100	17	100	4.18	0	0	0	0	1	1	0	1	1	1	1	1	1	740	740	0	32	40	7.89E-14	-5.52E-06
3734626605	-0.0005	0.0005	198.99	0	-15	9.2	100	17	100	4.18	0	0	0	0	1	1	0	1	1	1	1	1	1	740	740	0	26	26	7.89E-14	-5.67E-06
3734626619	-0.0005	0.0005	198.99	0	-15	9.3	100	17	100	4.18	0	0	0	0	1	1	0	1	1	1	1	1	1	740	740	0	34	37	7.89E-14	-5.83E-06
3734626633	-0.0005	0.0005	198.99	0	-15	9.4	100	17	100	4.18	0	0	0	0	1	1	0	1	1	1	1	1	1	740	740	0	49	32	7.89E-14	-5.97E-06
3734626648	-0.0005	0.0005	198.99	0	-15	9.5	100	17	100	4.18	0	0	0	0	1	1	0	1	1	1	1	1	1	740	740	0	29	39	7.89E-14	-6.09E-06
3734626662	-0.0005	0.0005	198.99	0	-15	9.6	100	17	100	4.18	0	0	0	0	1	1	0	1	1	1	1	1	1	740	740	0	33	42	7.89E-14	-6.19E-06
3734626676	-0.0005	0.0005	198.99	0	-15	9.7	100	17	100	4.18	0	0	0	0	1	1	0	1	1	1	1	1	1	740	740	0	31	37	7.89E-14	-6.27E-06
3734626691	-0.0005	0.0005	198.99	0	-15	9.8	100	17	100	4.18	0	0	0	0	1	1	0	1	1	1	1	1	1	740	740	0	36	40	7.89E-14	-6.34E-06
3734626705	-0.0005	0.0005	198.99	0	-15	9.9	100	17	100	4.18	0	0	0	0	1	1	0	1	1	1	1	1	1	740	740	0	22	41	7.89E-14	-6.39E-06
3734626718	-0.0005	0.0005	198.99	0	-15	10	100	17	100	4.18	0	0	0	0	1	1	0	1	1	1	1	1	1	740	740	0	32	36	7.89E-14	-6.44E-06
3734626731	-0.0005	0.0005	198.99	0	-15	10.1	100	17	100	4.18	0	0	0	0	1	1	0	1	1	1	1	1	1	740	740	0	29	45	7.89E-14	-6.48E-06
3734626744	-0.0005	0.0005	198.99	0	-15	10.2	100	17	100	4.18	0	0	0	0	1	1	0	1	1	1	1	1	1	740	740	0	32	26	7.89E-14	-6.52E-06
3734626757	-0.0005	0.0005	198.99	0	-15	10.3	100	17	100	4.18	0	0	0	0	1	1	0	1	1	1	1	1	1	740	740	0	33	42	7.89E-14	-6.55E-06
3734626770	-0.0005	0.0005	198.99	0	-15	10.4	100	17	100	4.18	0	0	0	0	1	1	0	1	1	1	1	1	1	740	740	0	22	34	7.89E-14	-6.59E-06
3734626784	-0.0005	0.0005	198.99	0	-15	10.5	100	17	100	4.18	0	0	0	0	1	1	0	1	1	1	1	1	1	740	740	0	24	37	7.89E-14	-6.61E-06
3734626797	-0.0005	0.0005	198.99	0	-15	10.6	100	17	100	4.18	0	0	0	0	1	1	0	1	1	1	1	1	1	740	740	0	27	28	7.89E-14	-6.63E-06
3734626810	-0.0005	0.0005	198.99	0	-15	10.7	100	17	100	4.18	0	0	0	0	1	1	0	1	1	1	1	1	1	740	740	0	26	25	7.89E-14	-6.66E-06
3734626823	-0.0005	0.0005	198.99	0	-15	10.8	100	17	100	4.18	0	0	0	0	1	1	0	1	1	1	1	1	1	740	740	0	37	31	7.89E-14	-6.68E-06
3734626837	-0.0005	0.0005	198.99	0	-15	10.9	100	17	100	4.18	0	0	0	0	1	1	0	1	1	1	1	1	1	740	740	0	34	26	7.89E-14	-6.70E-06
3734626852	-0.0005	0.0005	198.99	0	-15	11	100	17	100	4.18	0	0	0	0	1	1	0	1	1	1	1	1	1	740	740	0	30	36	7.89E-14	-6.71E-06
3734626865	-0.0005	0.0005	198.99	0	-15	11.1	100	17	100	4.18	0	0	0	0	1	1	0	1	1	1	1	1	1	740	740	0	40	52	7.89E-14	-6.73E-06
3734626880	-0.0005	0.0005	198.99	0	-15	11.2	100	17	100	4.18	0	0	0	0	1	1	0	1	1	1	1	1	1	740	740	0	40	72	7.89E-14	-6.74E-06
3734626893	-0.0005	0.0005	198.99	0	-15	11.3	100	17	100	4.18	0	0	0	0	1	1	0	1	1	1	1	1	1	740	740	0	55	123	7.89E-14	-6.76E-06
3734626907	-0.0005	0.0005	198.99	0	-15	11.4	100	17	100	4.18	0	0	0	0	1	1	0	1	1	1	1	1	1	740	740	0	75	166	7.89E-14	-6.77E-06
3734626921	-0.0005	0.0005	198.99	0	-15	11.5	100	17	100	4.18	0	0	0	0	1	1	0	1	1	1	1	1	1	740	740	0	126	260	7.89E-14	-6.78E-06
3734626936	-0.0005	0.0005	198.99	0	-15	11.6	100	17	100	4.18	0	0	0	0	1	1	0	1	1	1	1	1	1	740	740	0	141	329	7.89E-14	-6.80E-06
3734626951	-0.0005	0.0005	198.99	0	-15	11.7	100	17	100	4.18	0	0	0	0	1	1	0	1	1	1	1	1	1	740	740	0	211	366	7.89E-14	-6.80E-06
3734626967	-0.0005	0.0005	198.99	0	-15	11.8	100	17	100	4.18	0	0	0	0	1	1	0	1	1	1	1	1	1	740	740	0	274	342	7.89E-14	-6.80E-06
3734626982	-0.0005	0.0005	198.99	0	-15	11.9	100	17	100	4.18	0	0	0	0	1	1	0	1	1	1	1	1	1	740	740	0	264	352	7.89E-14	-6.82E-06
3734626996	-0.0005	0.0005	198.99	0	-15	12	100	17	100	4.18	0	0	0	0	1	1	0	1	1	1	1	1	1	740	740	0	250	294	7.89E-14	-6.83E-06
3734627011	-0.0005	0.0005	198.99	0	-15	12.1	100	17	100	4.18	0	0	0	0	1	1	0	1	1	1	1	1	1	740	740	0	255	272	7.89E-14	-6.85E-06
3734627026	-0.0005	0.0005	198.99	0	-15	12.2	100	17	100	4.18	0	0	0	0	1	1	0	1	1	1	1	1	1	740	740	0	266	220	7.89E-14	-6.85E-06
3734627041	-0.0005	0.0005	198.99	0	-15	12.3	100	17	100	4.18	0	0	0	0	1	1	0	1	1	1	1	1	1	740	740	0	230	215	7.89E-14	-6.87E-06
3734627057	-0.0005	0.0005	198.99	0	-15	12.4	100	17	100	4.18	0	0	0	0	1	1	0	1	1	1	1	1	1	740	740	0	236	188	7.89E-14	-6.87E-06
3734627072	-0.0005	0.0005	198.99	0	-15	12.5	100	17	100	4.18	0	0	0	0	1	1	0	1	1	1	1	1	1	740	740	0	187	141	7.89E-14	-6.87E-06
3734627087	-0.0005	0.0005	198.99	0	-15	12.6	100	17	100	4.18	0	0	0	0	1	1	0	1	1	1	1	1	1	740	740	0	160	152	7.89E-14	-6.88E-06
3734627102	-0.0005	0.0005	198.99	0	-15	12.7	100	17	100	4.18	0	0	0	0	1	1	0	1	1	1	1	1	1	740	740	0	161	117	7.89E-14	-6.89E-06
3734627116	-0.0005	0.0005	198.99	0	-15	12.8	100	17	100	4.18	0	0	0	0	1	1	0	1	1	1	1	1	1	740	740	0	129	108	7.89E-14	-6.90E-06
3734627131	-0.0005	0.0005	198.99	0	-15	12.9	100	17	100	4.18	0	0	0	0	1	1	0	1	1	1	1	1	1	740	740	0	123	110	7.89E-14	-6.91E-06
3734627143	-0.0005	0.0005	198.99	0	-15	13	100	17	100	4.18	0	0	0	0	1	1	0	1	1	1	1	1	1	740	740	0	90	93	7.89E-14	-6.92E-06
3734627157	-0.0005	0.0005	198.99	0	-15	13.1	100	17	100	4.18	0	0	0	0	1	1	0	1	1	1	1	1	1	740	740	0	114	102	7.89E-14	-6.92E-06
3734627172	-0.0005	0.0005	198.99	0	-15	13.2	100	17	100	4.18	0	0	0	0	1	1	0	1	1	1	1	1	1	740	740	0	76	75	7.89E-14	-6.93E-06
3734627185	-0.0005	0.0005	198.99	0	-15	13.3	100	17	100	4.18	0	0	0	0	1	1	0	1	1	1	1	1	1	740	740	0	96	81	7.89E-14	-6.94E-06
3734627199	-0.0005	0.0005	198.99	0	-15	13.4	100	17	100	4.18	0	0	0	0	1	1	0	1	1	1	1	1	1	740	740	0	78	72	7.89E-14	-6.94E-06
3734627212	-0.0005	0.0005	198.99	0	-15	13.5	100	17	100	4.18	0	0	0	0	1	1	0	1	1	1	1	1	1	740	740	0	63	57	7.89E-14	-6.95E-06
3734627227	-0.0005	0.0005	198.99	0	-15	13.6	100	17	100	4.18	0	0	0	0	1	1	0	1	1	1	1	1	1	740	740	0	78	52	7.89E-14	-6.95E-06
3734627241	-0.0005	0.0005	198.99	0	-15	13.7	100	17	100	4.18	0	0	0	0	1	1	0	1	1	1	1	1	1	740	740	0	54	60	7.89E-14	-6.96E-06
3734627256	-0.0005	0.0005	198.99	0	-15	13.8	100	17	100	4.18	0	0	0	0	1	1	0	1	1	1	1	1	1	740	740	0	66	62	7.89E-14	-6.97E-06
3734627270	-0.0005	0.0005	198.99	0	-15	13.9	100	17	100	4.18	0	0	0	0	1	1	0	1	1	1	1	1	1	740	740	0	48	58	7.89E-14	-6.98E-06
3734627283	-0.0005	0.0005	198.99	0	-15	14	100	17	100	4.18	0	0	0	0	1	1	0	1	1	1	1	1	1	740	740	0	49	46	7.89E-14	-6.99E-06
3734627297	-0.0005	0.0005	198.99	0	-15	14.1	100	17	100	4.18	0	0	0	0	1	1	0	1	1	1	1	1	1	740	740	0	43	59	7.89E-14	-6.99E-06
3734627310	-0.0005	0.0005	198.99	0	-15	14.2	100	17	100	4.18	0	0	0	0	1	1	0	1	1	1	1	1	1	740	740	0	52	48	7.89E-14	-7.00E-06
3734627323	-0.0005	0.0005	198.99	0	-15	14.3	100	17	100	4.18	0	0	0	0	1	1	0	1	1	1	1	1	1	740	740	0	51	54	7.89E-14	-7.01E-06
3734627335	-0.0005	0.0005	198.99	0	-15	14.4	100	17	100	4.18	0	0	0	0	1	1	0	1	1	1	1	1	1	740	740	0	57	45	7.89E-14	-7.01E-06
