Starting Time: 4/23/2012 11:10 AM	 	 	 	 	 	 
Seconds	Thermocouple 1	Thermocouple 2	Thermocouple 3	Thermocouple 4	MainPres	PrepPres
34.027946	NaN	NaN	NaN	NaN	1.571762E-10	4.556557E-10
34.123952	NaN	NaN	NaN	NaN	1.571762E-10	4.556557E-10
34.215957	NaN	NaN	NaN	NaN	1.571762E-10	4.556557E-10
34.280961	NaN	NaN	NaN	NaN	1.571762E-10	4.556557E-10
34.386967	NaN	NaN	NaN	NaN	1.514012E-10	4.556557E-10
34.451971	NaN	NaN	NaN	NaN	1.514012E-10	4.556557E-10
34.540976	NaN	NaN	NaN	NaN	1.514012E-10	4.556557E-10
34.647982	NaN	NaN	NaN	NaN	1.514012E-10	4.556557E-10
34.720986	NaN	NaN	NaN	NaN	1.514012E-10	4.556557E-10
34.802991	NaN	NaN	NaN	NaN	1.514012E-10	4.556557E-10
34.882995	NaN	NaN	NaN	NaN	1.602733E-10	4.493922E-10
34.975000	NaN	NaN	NaN	NaN	1.602733E-10	4.493922E-10
35.120009	NaN	NaN	NaN	NaN	1.602733E-10	4.493922E-10
35.193013	NaN	NaN	NaN	NaN	1.602733E-10	4.493922E-10
35.276018	NaN	NaN	NaN	NaN	1.602733E-10	4.493922E-10
35.387024	NaN	NaN	NaN	NaN	1.562670E-10	4.456750E-10
35.469029	NaN	NaN	NaN	NaN	1.562670E-10	4.456750E-10
35.541033	NaN	NaN	NaN	NaN	1.562670E-10	4.456750E-10
35.675041	NaN	NaN	NaN	NaN	1.562670E-10	4.456750E-10
35.751045	NaN	NaN	NaN	NaN	1.562670E-10	4.456750E-10
35.817049	NaN	NaN	NaN	NaN	1.562670E-10	4.456750E-10
35.886053	NaN	NaN	NaN	NaN	1.516711E-10	4.465567E-10
35.990058	NaN	NaN	NaN	NaN	1.516711E-10	4.465567E-10
36.128067	NaN	NaN	NaN	NaN	1.516711E-10	4.465567E-10
36.214071	NaN	NaN	NaN	NaN	1.516711E-10	4.465567E-10
36.303077	NaN	NaN	NaN	NaN	1.516711E-10	4.465567E-10
36.386081	NaN	NaN	NaN	NaN	1.543917E-10	4.473396E-10
36.458086	NaN	NaN	NaN	NaN	1.543917E-10	4.473396E-10
36.546091	NaN	NaN	NaN	NaN	1.543917E-10	4.473396E-10
36.681098	NaN	NaN	NaN	NaN	1.543917E-10	4.473396E-10
36.746102	NaN	NaN	NaN	NaN	1.543917E-10	4.473396E-10
36.873109	NaN	NaN	NaN	NaN	1.577729E-10	4.630054E-10
36.977115	NaN	NaN	NaN	NaN	1.577729E-10	4.630054E-10
37.042119	NaN	NaN	NaN	NaN	1.577729E-10	4.630054E-10
37.147125	NaN	NaN	NaN	NaN	1.577729E-10	4.630054E-10
37.211128	NaN	NaN	NaN	NaN	1.577729E-10	4.630054E-10
37.293133	NaN	NaN	NaN	NaN	1.577729E-10	4.630054E-10
37.399139	NaN	NaN	NaN	NaN	1.547611E-10	4.609811E-10
37.470143	NaN	NaN	NaN	NaN	1.547611E-10	4.609811E-10
37.548148	NaN	NaN	NaN	NaN	1.547611E-10	4.609811E-10
37.650154	NaN	NaN	NaN	NaN	1.547611E-10	4.609811E-10
37.715157	NaN	NaN	NaN	NaN	1.547611E-10	4.609811E-10
37.781161	NaN	NaN	NaN	NaN	1.547611E-10	4.609811E-10
37.892168	NaN	NaN	NaN	NaN	1.562386E-10	4.609811E-10
37.958171	NaN	NaN	NaN	NaN	1.562386E-10	4.609811E-10
38.023175	NaN	NaN	NaN	NaN	1.562386E-10	4.609811E-10
38.152182	NaN	NaN	NaN	NaN	1.562386E-10	4.609811E-10
38.227187	NaN	NaN	NaN	NaN	1.562386E-10	4.609811E-10
38.292190	NaN	NaN	NaN	NaN	1.562386E-10	4.609811E-10
38.397196	NaN	NaN	NaN	NaN	1.538731E-10	4.618557E-10
38.485201	NaN	NaN	NaN	NaN	1.538731E-10	4.618557E-10
38.550205	NaN	NaN	NaN	NaN	1.538731E-10	4.618557E-10
38.652211	NaN	NaN	NaN	NaN	1.538731E-10	4.618557E-10
38.717215	NaN	NaN	NaN	NaN	1.538731E-10	4.618557E-10
38.782218	NaN	NaN	NaN	NaN	1.538731E-10	4.618557E-10
38.882224	NaN	NaN	NaN	NaN	1.578723E-10	4.480238E-10
38.993230	NaN	NaN	NaN	NaN	1.578723E-10	4.480238E-10
39.132238	NaN	NaN	NaN	NaN	1.578723E-10	4.480238E-10
